orden_id,productos
2515,fruta tropical
2515,leche entera
2515,yogurt
2515,galletas
2515,pastel
2515,pan semi-acabado
2515,cerveza embotellada
2515,servilletas
2516,comida de gatos
2516,cafe
2517,queso duro
2517,miel
2517,caramelo
2518,chorizo
2518,otras verduras
2518,leche entera
2518,yogurt
2518,crema de queso 
2518,galletas
2518,pastel
2518,cafe
2519,cerveza embotellada
2520,yogurt
2520,queso untado
2520,galletas
2520,refresco
2520,cerveza enlatada
2520,bolsa de compras
2521,chorizo
2521,salchicha
2521,pollo
2521,otras verduras
2521,comidas congeladas
2521,sal
2521,azucar
2521,sopas
2521,cafe
2521,chicles
2521,cosmeticos masculinos
2521,articulos de higiene
2521,servilletas
2521,bombillas
2522,galletas
2522,refresco
2522,periodicos
2523,leche entera
2523,bebidas
2523,agua embotellada
2523,refresco
2523,barra de pastel
2523,periodicos
2524,carne
2524,carne de res
2524,cebollas
2524,vino blanco
2524,platos
2525,cuajada
2525,servilletas
2526,bebidas
2526,pan blanco
2526,pastel
2526,periodicos
2526,bolsa de compras
2527,chorizo
2527,leche entera
2527,leche-UHT
2527,queso duro
2527,mayonesa
2527,galletas
2527,pan moreno
2527,margarina
2527,periodicos
2528,salchicha
2528,cerdo
2528,carne de res
2528,hortalizas
2528,mantequilla
2528,yogurt
2528,queso untado
2528,galletas
2528,pan moreno
2528,pastel
2528,aceite
2528,pescado enlatado
2529,salchicha
2529,pepita de fruta
2529,leche entera
2529,galletas
2529,refresco
2529,chicles
2529,bolsa de compras
2530,carne
2530,otras verduras
2531,salchicha
2531,fruta tropical
2531,pepita de fruta
2531,galletas
2531,pastel
2531,margarina
2532,leche entera
2532,galletas
2532,pastel
2533,cerveza enlatada
2534,chorizo
2534,fruta citrica
2534,fruta tropical
2534,pepita de fruta
2534,otras verduras
2534,leche entera
2534,cuajada
2534,yogurt
2534,crema batida/crema agria
2534,huevos domesticos
2534,azucar
2534,agua embotellada
2534,bocadillos salados
2534,caramelo
2534,articulos de higiene
2535,producto de panaderia de larga duracion
2536,cerdo
2536,mantequilla
2536,queso duro
2536,crema de queso 
2537,pepita de fruta
2537,otras verduras
2537,leche entera
2537,mantequilla
2537,cuajada
2537,galletas
2537,margarina
2537,levadura de hornear
2537,agua embotellada
2537,cerveza embotellada
2537,cerveza enlatada
2537,cooking chocolate
2537,servilletas
2538,cerveza embotellada
2539,cerdo
2539,fruta tropical
2539,hortalizas
2539,cebollas
2539,otras verduras
2539,bolsa de compras
2540,agua embotellada
2540,vino blanco
2540,periodicos
2541,leche entera
2541,huevos domesticos
2541,pan moreno
2541,foto/pelicula
2542,cuajada
2542,postre
2542,refresco
2542,jugo de frutas/verduras
2542,caramelo
2542,articulos de higiene
2542,bolsa de compras
2543,fruta tropical
2543,pepita de fruta
2543,leche-UHT
2543,galletas
2543,pastel
2543,sal
2544,pepita de fruta
2544,otras verduras
2544,leche entera
2544,yogurt
2544,pan moreno
2544,pastel
2545,pollo
2545,carne de res
2545,fruta tropical
2545,hortalizas
2545,cebollas
2545,otras verduras
2545,vegetales en escabeche
2545,pescado enlatado
2545,agua embotellada
2545,misc. bebidas
2545,jugo de frutas/verduras
2545,servilletas
2546,leche entera
2546,periodicos
2547,fruta citrica
2547,otras verduras
2547,yogurt
2547,queso untado
2547,galletas
2547,refresco
2547,chocolate
2547,periodicos
2548,cerveza enlatada
2549,pepita de fruta
2549,nueces/ciruelas pasas
2549,hortalizas
2549,leche condensada
2549,galletas
2549,vegetales en escabeche
2549,cafe
2549,cerveza enlatada
2549,licor (aperitivo)
2550,foto/pelicula
2551,hortalizas
2551,otras verduras
2551,vegetales congelados
2552,chorizo
2552,fruta tropical
2552,hortalizas
2552,leche entera
2552,mantequilla
2552,cuajada
2552,yogurt
2553,yogurt
2553,vino blanco
2553,vino tinto
2554,leche-UHT
2554,helado
2554,huevos domesticos
2554,aceite
2554,refresco
2554,papel higienico
2555,organic salchicha
2555,pollo
2555,fruta citrica
2555,uvas
2555,otras verduras
2555,mantequilla
2555,yogurt
2555,crema batida/crema agria
2555,galletas
2555,productos de temporada
2555,articulos de higiene
2556,leche entera
2556,crema batida/crema agria
2557,carne
2557,hortalizas
2557,leche entera
2557,periodicos
2558,cerdo
2559,cafe
2560,queso suave
2560,queso duro
2560,agua embotellada
2560,refresco
2560,licor (aperitivo)
2560,waffles
2560,chocolate
2560,velas
2561,salchicha
2561,otras verduras
2561,yogurt
2561,mayonesa
2561,galletas
2561,agua embotellada
2561,refresco
2561,cerveza enlatada
2561,bolsa de compras
2562,salchicha
2562,fruta citrica
2562,pepita de fruta
2562,leche entera
2562,crema de queso 
2562,cositas
2562,huevos domesticos
2562,pastel
2562,azucar
2562,jugo de frutas/verduras
2562,chocolate
2562,chocolate marshmallow
2563,productos terminados
2563,misc. bebidas
2564,leche entera
2564,comidas congeladas
2564,galletas
2564,margarina
2565,cuajada
2565,yogurt
2566,cafe
2566,jugo de frutas/verduras
2567,fruta tropical
2567,hierbas
2567,leche entera
2567,yogurt
2567,crema batida/crema agria
2567,refresco
2568,refresco
2569,leche entera
2569,cuajada
2569,pan moreno
2570,cerveza embotellada
2571,aceite
2572,hamburguesa de carne
2572,fruta tropical
2573,yogurt
2573,galletas
2573,carne para untar
2573,refresco
2574,cerdo
2574,fruta citrica
2575,chorizo
2575,pepita de fruta
2575,hortalizas
2575,otras verduras
2575,leche entera
2575,queso suave
2575,crema de queso 
2575,vegetales congelados
2575,sal
2575,grasa especial
2575,azucar
2575,mermelada
2575,pescado enlatado
2575,cafe
2575,jugo de frutas/verduras
2575,producto de panaderia de larga duracion
2575,waffles
2575,chocolate
2575,bolsa de compras
2576,salchicha
2576,refresco
2576,licor (aperitivo)
2576,bolsa de compras
2577,cerveza enlatada
2578,chorizo
2578,hortalizas
2578,leche entera
2578,vegetales congelados
2578,cafe
2578,refresco
2578,producto de panaderia de larga duracion
2578,servilletas
2578,productos de limpieza
2578,periodicos
2578,bolsa de compras
2579,carne de res
2579,fruta citrica
2579,leche entera
2580,yogurt
2580,leche-UHT
2580,galletas
2580,velas
2581,producto de panaderia de larga duracion
2582,otras verduras
2582,mantequilla
2582,yogurt
2582,galletas
2582,pastel
2582,margarina
2583,pastel
2584,salchicha
2584,fruta citrica
2584,leche entera
2584,yogurt
2584,bebidas
2584,pasta
2584,waffles
2584,chocolate especial
2585,cerveza enlatada
2586,salchicha
2586,fruta citrica
2586,otras verduras
2586,queso duro
2586,crema de queso 
2586,postre congelado
2586,endulcorante arfificial
2586,cafe
2586,papel higienico
2586,periodicos
2587,cerveza enlatada
2588,productos terminados
2588,refresco
2588,chocolate especial
2589,otras verduras
2589,leche entera
2589,yogurt
2589,queso especial
2589,agua embotellada
2589,misc. bebidas
2589,jugo de frutas/verduras
2590,cerdo
2590,otras verduras
2590,galletas
2591,carne de res
2591,hortalizas
2591,otras verduras
2591,leche entera
2591,huevos domesticos
2591,articulos de higiene
2592,bar de especialidades
2593,cerveza enlatada
2594,cerveza embotellada
2595,jamon
2595,fruta citrica
2595,hortalizas
2595,crema batida/crema agria
2595,cerveza enlatada
2595,servilletas
2596,fruta tropical
2596,leche entera
2597,pollo
2597,azucar
2597,foto/pelicula
2598,cerdo
2598,hamburguesa de carne
2598,pepita de fruta
2598,hierbas
2598,otras verduras
2598,leche entera
2598,mantequilla
2598,queso rebanado
2598,queso procesado
2598,galletas
2598,pastel
2598,productos en rollo 
2598,margarina
2599,yogurt
2600,pollo
2600,otras verduras
2600,agua embotellada
2600,chicles
2600,suavizante
2601,salchicha
2601,jamon
2601,pepita de fruta
2601,leche entera
2601,mantequilla de leche
2601,yogurt
2601,queso duro
2601,queso untado
2601,galletas
2601,pastel
2601,margarina
2601,bocadillos salados
2601,bolsa de compras
2602,queso duro
2602,pan blanco
2602,pan moreno
2603,producto de panaderia de larga duracion
2604,pollo
2605,chorizo
2605,carne de res
2605,fruta citrica
2605,leche entera
2605,galletas
2605,pan semi-acabado
2605,cafe
2605,cerveza embotellada
2606,pastel
2606,mostaza
2606,cerveza embotellada
2607,bolsa de compras
2608,fruta tropical
2608,galletas
2608,pastel
2609,comidas congeladas
2609,galletas
2609,cerveza embotellada
2610,leche entera
2611,cerdo
2611,azucar
2611,periodicos
2612,hamburguesa de carne
2612,pepita de fruta
2612,leche entera
2612,queso duro
2612,chocolate
2613,otras verduras
2613,pastel
2613,caramelo
2613,servilletas
2614,huevos domesticos
2614,galletas
2615,hamburguesa de carne
2615,queso duro
2615,vegetales congelados
2615,refresco
2616,bayas
2616,hortalizas
2616,leche entera
2616,cuajada
2616,pescado congelado
2616,huevos domesticos
2616,galletas
2617,pastel
2617,refresco
2618,salchicha
2618,yogurt
2618,galletas
2618,refresco
2619,vegetales congelados
2620,postre
2620,galletas
2620,azucar
2620,agua embotellada
2621,pepita de fruta
2621,leche entera
2621,huevos domesticos
2622,pan de higado
2622,carne de res
2622,cebollas
2622,chocolate especial
2622,servilletas
2622,bolsa de compras
2623,hortalizas
2623,leche entera
2623,galletas
2623,chocolate especial
2624,hortalizas
2624,yogurt
2624,pastel
2625,otras verduras
2625,galletas
2625,refresco
2626,pollo
2626,pepita de fruta
2626,leche entera
2626,pastel
2626,cafe
2627,galletas
2628,mantequilla de leche
2628,pescado enlatado
2629,mantequilla de leche
2629,queso suave
2629,galletas
2630,cebollas
2630,otras verduras
2630,queso especial
2631,jamon
2631,hamburguesa de carne
2631,otras verduras
2631,leche entera
2631,cuajada
2631,mayonesa
2631,huevos domesticos
2631,galletas
2631,margarina
2632,cafe
2633,pollo
2633,otras verduras
2633,leche entera
2633,yogurt
2633,vegetales congelados
2633,cafe
2633,cerveza embotellada
2633,vino tinto
2634,leche entera
2634,cuajada
2634,postre
2634,bolsa de compras
2635,chorizo
2635,hamburguesa de carne
2635,fruta tropical
2635,hortalizas
2635,huevos domesticos
2635,productos de comida instantanea
2635,detergente
2636,fruta citrica
2636,pepita de fruta
2636,leche entera
2636,cuajada
2636,crema batida/crema agria
2636,agua embotellada
2636,cerveza embotellada
2636,chocolate especial
2636,bolsa de compras
2637,fruta tropical
2637,leche entera
2637,comida de gatos
2637,popcorn
2637,bar de especialidades
2638,fruta citrica
2638,otras verduras
2638,mantequilla
2638,pan moreno
2638,levadura de hornear
2638,agua embotellada
2638,refresco
2639,leche entera
2640,cerveza enlatada
2641,cerveza enlatada
2642,fruta citrica
2642,galletas
2642,pastel
2642,refresco
2642,maceta de plantas
2642,bolsa de compras
2643,pollo
2643,cebollas
2643,otras verduras
2643,leche entera
2643,pescado congelado
2643,pan moreno
2643,refresco
2643,vino blanco
2644,cerveza enlatada
2645,azucar
2645,agua embotellada
2645,vino blanco
2646,cerdo
2646,fruta tropical
2646,leche entera
2646,cuajada
2646,comidas congeladas
2646,huevos domesticos
2646,margarina
2646,vegetales en escabeche
2646,refresco
2646,cerveza embotellada
2646,maceta de plantas
2647,galletas
2647,refresco
2647,waffles
2647,chicles
2648,leche entera
2648,vegetales congelados
2648,galletas
2648,pastel
2648,toallas de cocina
2648,periodicos
2649,galletas
2649,pan moreno
2649,jugo de frutas/verduras
2649,periodicos
2650,mayonesa
2650,galletas
2651,galletas
2652,cerdo
2652,vegetales congelados
2652,pastel
2652,misc. bebidas
2653,fruta citrica
2653,otras verduras
2653,leche entera
2653,harina
2654,bebidas
2655,servilletas
2656,cerveza enlatada
2657,refresco
2657,chicles
2657,periodicos
2657,foto/pelicula
2658,cerveza embotellada
2658,licor (aperitivo)
2658,platos
2659,salchicha
2659,cerdo
2659,carne de res
2659,hamburguesa de carne
2659,uvas
2659,hortalizas
2659,otras verduras
2659,postre
2659,galletas
2659,comida para perros
2659,servilletas
2660,salchicha
2660,cerveza embotellada
2660,plato limpiador
2661,galletas
2661,cerveza enlatada
2662,fruta tropical
2662,uvas
2662,leche-UHT
2662,vegetales en escabeche
2662,mermelada
2662,cafe
2662,bocadillos salados
2663,chorizo
2663,cerdo
2663,hortalizas
2663,leche entera
2663,yogurt
2663,pescado congelado
2663,refresco
2664,salchicha
2664,fruta citrica
2664,bayas
2664,otras verduras
2664,queso duro
2664,galletas
2664,agua embotellada
2665,salchicha
2665,mantequilla de leche
2665,galletas
2665,agua embotellada
2665,refresco
2665,cerveza enlatada
2665,bolsa de compras
2666,leche entera
2666,galletas
2667,hortalizas
2667,hierbas
2667,leche entera
2667,mantequilla de leche
2667,crema de queso 
2667,waffles
2667,servilletas
2667,periodicos
2668,salchicha
2668,galletas
2668,coñac
2669,hortalizas
2669,otras verduras
2669,leche entera
2669,mantequilla
2669,mostaza
2669,agua embotellada
2669,semilla de flores
2670,fruta tropical
2670,caramelo
2671,hamburguesa de carne
2671,jugo de frutas/verduras
2671,cerveza enlatada
2671,vino blanco
2672,carne
2672,leche entera
2672,yogurt
2672,refresco
2672,cosmeticos masculinos
2673,refresco
2674,chorizo
2674,pan blanco
2674,margarina
2674,bolsa de compras
2675,otras verduras
2676,leche entera
2676,jugo de frutas/verduras
2677,pastel
2677,periodicos
2678,cerveza enlatada
2678,bocadillos salados
2679,cerveza enlatada
2680,leche condensada
2680,cafe
2681,jamon
2681,fruta citrica
2681,fruta tropical
2681,leche entera
2681,yogurt
2681,crema batida/crema agria
2681,refresco
2682,crema de queso 
2683,cerdo
2683,hortalizas
2683,cebollas
2683,otras verduras
2683,margarina
2683,azucar
2683,especies
2684,pastel
2684,refresco
2685,fruta citrica
2685,pepita de fruta
2685,hortalizas
2685,cebollas
2685,hierbas
2685,otras verduras
2685,leche entera
2685,mantequilla
2685,queso procesado
2685,vegetales congelados
2685,agua embotellada
2685,vino tinto
2685,producto de panaderia de larga duracion
2685,chocolate
2685,rubbing alcohol
2685,articulos de higiene
2685,servilletas
2686,carne
2686,productos terminados
2686,pan blanco
2686,producto de panaderia de larga duracion
2686,bolsa de compras
2687,refresco
2687,jugo de frutas/verduras
2687,bar de especialidades
2688,yogurt
2688,crema de queso 
2688,galletas
2688,chocolate
2689,crema batida/crema agria
2689,huevos domesticos
2689,margarina
2690,salchicha
2690,otras verduras
2690,yogurt
2690,agua embotellada
2690,refresco
2690,cerveza enlatada
2690,bolsa de compras
2691,cerveza enlatada
2692,hortalizas
2692,otras verduras
2692,foto/pelicula
2693,pastel
2693,refresco
2694,galletas
2694,cafe
2694,vino tinto
2694,chicles
2695,galletas
2696,chorizo
2696,salchicha
2696,pepita de fruta
2696,otras verduras
2696,galletas
2696,dulces para untar
2696,chocolate
2697,salchicha
2697,yogurt
2697,galletas
2697,pastel
2697,comida para perros
2697,refresco
2698,licor
2699,yogurt
2699,galletas
2700,chorizo
2700,galletas
2700,pan moreno
2700,bolsa de compras
2701,jamon
2701,cerdo
2701,otras verduras
2701,leche entera
2701,vegetales congelados
2701,galletas
2701,ron
2702,chocolate
2703,cerveza embotellada
2703,periodicos
2704,pollo
2704,fruta citrica
2704,fruta tropical
2704,otras verduras
2704,leche entera
2704,crema batida/crema agria
2704,galletas
2704,pastel
2704,harina
2704,chocolate especial
2705,queso especial
2705,articulos de higiene
2705,periodicos
2705,bolsa de compras
2706,chorizo
2706,salchicha
2706,fruta citrica
2706,hortalizas
2706,otras verduras
2706,leche entera
2706,yogurt
2706,crema batida/crema agria
2706,vegetales congelados
2706,pan blanco
2706,pan moreno
2706,pasta
2706,vinagre
2706,refresco
2706,bocadillos salados
2706,detergente
2707,pepita de fruta
2707,cerveza embotellada
2708,cerveza enlatada
2709,cerdo
2709,otras verduras
2709,refresco
2710,cerveza enlatada
2711,carne de res
2711,hortalizas
2711,otras verduras
2711,leche entera
2711,postre
2711,yogurt
2711,galletas
2711,margarina
2711,mermelada
2711,refresco
2711,licor (aperitivo)
2711,waffles
2711,chocolate marshmallow
2711,caramelo
2711,limpiador de baño
2711,bombillas
2712,galletas
2712,pastel
2713,cuidado dental
2713,cosmeticos masculinos
2714,salchicha
2714,pavo
2714,carne de res
2714,fruta citrica
2714,hierbas
2714,harina
2714,margarina
2714,productos de comida instantanea
2714,agua embotellada
2715,galletas
2715,refresco
2716,leche entera
2716,pastel
2716,refresco
2717,carne de res
2717,fruta tropical
2717,hortalizas
2717,leche entera
2718,jamon
2718,leche entera
2718,huevos domesticos
2718,te
2718,agua embotellada
2718,cerveza embotellada
2719,productos terminados
2719,pollo
2719,cerdo
2719,carne de res
2719,hamburguesa de carne
2719,bayas
2719,mantequilla
2719,huevos domesticos
2719,galletas
2719,pan moreno
2719,pastel
2719,harina
2719,productos de comida instantanea
2719,refresco
2719,bocadillos salados
2719,chocolate
2719,chocolate especial
2719,articulos de higiene
2719,semilla de flores
2720,postre
2720,bebidas
2720,helado
2720,refresco
2721,galletas
2721,agua embotellada
2721,cerveza embotellada
2722,salchicha
2722,pan de higado
2722,misc. bebidas
2722,jugo de frutas/verduras
2722,cerveza enlatada
2722,bocadillos salados
2722,bolsa de compras
2723,fruta citrica
2723,refresco
2723,misc. bebidas
2723,cerveza enlatada
2723,chocolate
2723,chocolate especial
2723,caramelo
2723,bolsa de compras
2724,leche entera
2724,vegetales congelados
2725,leche entera
2725,cuajada
2725,margarina
2726,salchicha
2726,yogurt
2726,crema
2727,hortalizas
2727,leche entera
2727,aceite
2727,mostaza
2727,jugo de frutas/verduras
2727,waffles
2727,platos
2727,bolsa de compras
2728,organic salchicha
2728,galletas
2729,cerdo
2729,fruta tropical
2729,otras verduras
2729,cafe
2729,bolsa de compras
2730,postre
2730,yogurt
2730,galletas
2730,carne para untar
2730,agua embotellada
2730,refresco
2730,chocolate
2730,bolsa de compras
2731,cerveza enlatada
2732,fruta citrica
2732,hortalizas
2732,otras verduras
2732,crema batida/crema agria
2732,queso procesado
2732,galletas
2732,periodicos
2733,hamburguesa de carne
2733,hortalizas
2733,vegetales congelados
2733,galletas
2733,pan moreno
2733,margarina
2733,refresco
2733,jugo de frutas/verduras
2733,vino blanco
2733,toallas de cocina
2733,periodicos
2734,fruta citrica
2734,fruta tropical
2734,pepita de fruta
2734,uvas
2734,bayas
2734,hortalizas
2734,otras verduras
2734,bebidas
2734,productos de comida instantanea
2734,producto de panaderia de larga duracion
2735,otras verduras
2736,cerveza enlatada
2737,galletas
2737,fruta congelada
2738,jamon
2738,otras verduras
2738,leche condensada
2738,huevos domesticos
2738,bocadillos salados
2739,bebidas
2739,waffles
2740,leche entera
2740,pan moreno
2740,pastel
2741,cerveza enlatada
2742,chorizo
2742,salchicha
2742,leche entera
2742,margarina
2742,salsas
2742,chocolate
2743,leche entera
2743,postre congelado
2743,margarina
2743,snack products
2744,fruta citrica
2745,chorizo
2745,cerdo
2745,hierbas
2745,otras verduras
2745,mantequilla
2745,galletas
2746,chorizo
2746,salchicha
2746,otras verduras
2746,leche entera
2746,mantequilla
2746,cuajada
2746,postre
2746,yogurt
2746,pan moreno
2746,pastel
2746,waffles
2746,chocolate
2746,platos
2747,yogurt
2747,bebidas
2747,cerveza embotellada
2747,platos
2748,crema batida/crema agria
2748,leche condensada
2748,huevos domesticos
2748,harina
2748,aceite
2748,azucar
2749,caramelo
2750,chorizo
2750,galletas
2751,pollo
2751,carne de res
2751,pepita de fruta
2751,bayas
2751,otras verduras
2751,leche entera
2751,crema batida/crema agria
2751,frutas congeladas
2751,comidas congeladas
2751,huevos domesticos
2751,bocadillos salados
2752,salchicha
2752,galletas
2753,pan moreno
2754,pepita de fruta
2754,otras verduras
2754,leche entera
2754,crema batida/crema agria
2754,cafe
2755,agua embotellada
2755,producto de panaderia de larga duracion
2756,pollo
2756,leche-UHT
2756,vegetales congelados
2756,helado
2756,vegetales en escabeche
2756,cerveza embotellada
2756,periodicos
2756,bolsa de compras
2757,salchicha
2757,fruta tropical
2757,otras verduras
2757,mantequilla
2757,queso rebanado
2757,huevos domesticos
2757,galletas
2757,pan moreno
2757,servilletas
2758,pollo
2758,cerdo
2758,mantequilla
2758,velas
2759,cerdo
2759,yogurt
2759,bebidas
2759,vegetales congelados
2759,comidas congeladas
2759,galletas
2759,potato products
2759,cerveza embotellada
2759,chocolate marshmallow
2759,toallas de cocina
2760,jamon
2760,galletas
2760,refresco
2760,bolsa de compras
2761,fruta citrica
2761,hortalizas
2761,huevos domesticos
2761,margarina
2761,platos
2762,galletas
2762,pastel
2762,pasta
2762,refresco
2762,jugo de frutas/verduras
2762,chocolate especial
2763,fruta tropical
2763,nueces/ciruelas pasas
2763,leche entera
2763,crema batida/crema agria
2763,waffles
2763,periodicos
2764,otras verduras
2764,leche entera
2764,crema batida/crema agria
2764,leche condensada
2764,galletas
2764,bolsa de compras
2765,otras verduras
2765,pan blanco
2765,periodicos
2766,foto/pelicula
2767,cerdo
2767,fruta tropical
2767,hortalizas
2767,crema batida/crema agria
2767,leche-UHT
2767,vegetales congelados
2767,productos en rollo 
2767,aceite
2767,agua embotellada
2767,caramelo
2768,pastel
2768,azucar
2768,mostaza
2768,chicles
2768,bolsa de compras
2769,chorizo
2770,galletas
2770,refresco
2771,bayas
2771,utencilios de cocina
2771,semilla de flores
2772,foto/pelicula
2772,bolsa de compras
2773,foto/pelicula
2774,leche entera
2774,mantequilla
2774,cuajada
2774,vegetales congelados
2774,agua embotellada
2774,cerveza embotellada
2774,detergente
2774,maceta de plantas
2774,bolsa de compras
2775,waffles
2776,salchicha
2776,queso rebanado
2776,crema de queso 
2776,caramelo
2776,bolsa de compras
2777,hamburguesa de carne
2777,otras verduras
2777,margarina
2777,azucar
2777,levadura de hornear
2777,dulces para untar
2777,jugo de frutas/verduras
2777,chicles
2777,bar de especialidades
2778,cerveza enlatada
2779,otras verduras
2779,queso especial
2780,pollo
2780,leche entera
2780,vegetales congelados
2780,pan moreno
2780,azucar
2780,comida para perros
2781,helado
2781,chicles
2782,cerdo
2782,fruta tropical
2782,hortalizas
2782,hierbas
2782,leche entera
2782,mantequilla
2782,huevos domesticos
2782,galletas
2782,levadura de hornear
2782,agua embotellada
2782,ron
2782,bocadillos salados
2782,chocolate
2782,articulos de higiene
2783,fruta citrica
2783,pepita de fruta
2783,otras verduras
2783,leche entera
2783,mantequilla
2783,yogurt
2783,sal
2784,comidas congeladas
2784,pastel
2784,pasta
2785,jamon
2785,carne
2785,pollo
2785,fruta tropical
2785,bayas
2785,queso suave
2785,queso especial
2785,producto de panaderia de larga duracion
2785,semilla de flores
2786,hamburguesa de carne
2786,queso duro
2786,pasta
2786,vegetales embazados
2787,refresco
2787,misc. bebidas
2787,vino espumoso
2787,chicles
2787,chocolate especial
2787,bolsa de compras
2788,chorizo
2788,hortalizas
2789,cerveza enlatada
2790,comidas congeladas
2790,refresco
2790,bolsa de compras
2791,leche entera
2792,misc. bebidas
2793,cerveza enlatada
2794,hortalizas
2795,salchicha
2795,cebollas
2796,cerveza enlatada
2796,cosmeticos masculinos
2797,fruta tropical
2797,cebollas
2797,queso untado
2797,cafe
2797,cerveza enlatada
2797,licor (aperitivo)
2797,vino tinto
2797,cuidado dental
2797,bombillas
2797,periodicos
2798,pastel
2798,refresco
2799,salchicha
2799,jamon
2799,postre
2800,cerveza enlatada
2801,refresco
2802,cerveza enlatada
2802,periodicos
2803,comida de gatos
2803,waffles
2804,salchicha
2804,carne
2804,cerdo
2804,hortalizas
2804,otras verduras
2804,queso rebanado
2804,margarina
2804,comida de gatos
2804,cafe
2804,cuidado dental
2805,agua embotellada
2805,refresco
2806,refresco
2806,chocolate
2807,galletas
2808,cerdo
2809,comidas congeladas
2810,refresco
2811,pastel
2811,refresco
2812,bolsa de compras
2813,pan moreno
2813,agua embotellada
2814,yogurt
2815,cerveza embotellada
2816,pepita de fruta
2816,leche entera
2816,galletas
2816,vegetales en escabeche
2816,waffles
2817,hamburguesa de carne
2817,otras verduras
2817,vegetales congelados
2817,comidas congeladas
2817,comida de gatos
2817,jugo de frutas/verduras
2818,producto de panaderia de larga duracion
2818,maceta de plantas
2819,jamon
2819,crema batida/crema agria
2819,bebidas
2819,huevos domesticos
2819,jugo de frutas/verduras
2820,mantequilla
2820,servilletas
2821,leche entera
2821,productos de temporada
2821,bolsa de compras
2822,postre
2823,foto/pelicula
2824,bolsas
2825,galletas
2825,pan moreno
2826,pan moreno
2826,agua embotellada
2826,refresco
2826,jugo de frutas/verduras
2826,cerveza embotellada
2826,periodicos
2826,foto/pelicula
2827,carne de res
2827,hortalizas
2827,otras verduras
2827,margarina
2827,bocadillos salados
2827,waffles
2827,chocolate especial
2827,toallas de cocina
2827,periodicos
2828,postre
2828,queso suave
2828,galletas
2829,misc. bebidas
2830,azucar
2831,salchicha
2831,galletas
2831,refresco
2831,chocolate
2832,leche entera
2832,pescado enlatado
2832,periodicos
2833,salchicha
2833,productos terminados
2833,bebidas
2833,huevos domesticos
2833,pastel
2833,bocadillos salados
2834,cerveza enlatada
2835,fruta citrica
2835,fruta tropical
2835,comidas congeladas
2835,postre congelado
2835,galletas
2835,misc. bebidas
2836,salchicha
2836,cerveza embotellada
2836,licor
2836,vino tinto
2837,leche entera
2837,periodicos
2838,pepita de fruta
2838,leche entera
2838,pastel
2838,waffles
2838,barra de pastel
2838,bar de especialidades
2838,bolsa de compras
2839,chorizo
2839,cerveza embotellada
2840,fruta citrica
2840,leche entera
2841,misc. bebidas
2842,chorizo
2842,carne de res
2842,pan moreno
2842,margarina
2842,refresco
2842,caramelo
2843,chocolate
2843,servilletas
2844,jamon
2844,fruta tropical
2844,pepita de fruta
2844,uvas
2844,bayas
2844,otras verduras
2844,cuajada
2844,postre
2844,yogurt
2844,galletas
2844,margarina
2844,miel
2844,chocolate especial
2844,detergente
2844,servilletas
2844,papel higienico
2845,chorizo
2845,pan moreno
2845,cerveza embotellada
2846,pan moreno
2847,galletas
2847,pan blanco
2847,waffles
2848,pepita de fruta
2848,bizcochos
2848,bocadillos salados
2848,barra de pastel
2848,bar de especialidades
2849,salchicha
2849,hortalizas
2849,leche entera
2849,galletas
2849,pan moreno
2849,margarina
2849,refresco
2849,producto de panaderia de larga duracion
2849,barra de pastel
2850,hortalizas
2850,leche entera
2850,galletas
2851,cerdo
2851,pan moreno
2851,sal
2851,licor
2851,bolsa de compras
2852,leche entera
2852,yogurt
2852,galletas
2852,waffles
2852,bar de especialidades
2853,bebidas
2854,fruta tropical
2854,huevos domesticos
2854,periodicos
2855,chocolate especial
2856,pastel
2857,comida de gatos
2858,pollo
2858,fruta citrica
2858,hortalizas
2858,otras verduras
2858,bebidas
2858,helado
2858,arroz
2858,productos de comida instantanea
2858,dulces para untar
2858,pescado enlatado
2858,refresco
2858,jugo de frutas/verduras
2858,vino tinto
2858,periodicos
2858,bolsa de compras
2859,cerveza embotellada
2859,licor
2859,vino tinto
2860,crema batida/crema agria
2860,caramelo
2861,producto de panaderia de larga duracion
2862,carne de res
2862,hortalizas
2862,vino blanco
2862,bolsa de compras
2863,bocadillos salados
2864,otras verduras
2864,refresco
2864,bar de especialidades
2865,carne
2865,fruta citrica
2865,hortalizas
2865,leche entera
2865,postre
2865,yogurt
2865,waffles
2865,detergente
2866,pescado
2866,galletas
2866,maceta de plantas
2867,leche entera
2867,queso rebanado
2867,producto de panaderia de larga duracion
2867,caramelo
2867,spray para cabello
2868,detergente
2869,hamburguesa de carne
2869,foto/pelicula
2870,leche entera
2870,postre
2870,yogurt
2870,queso rebanado
2870,galletas
2870,refresco
2870,productos de temporada
2871,carne de res
2872,comidas congeladas
2872,cerveza embotellada
2873,pepita de fruta
2873,yogurt
2874,yogurt
2874,vegetales congelados
2874,decalcifier
2875,galletas
2876,leche entera
2876,comidas congeladas
2876,pasta
2876,caramelo
2877,jamon
2877,comidas congeladas
2877,galletas
2877,pescado enlatado
2877,cafe
2877,cafe instantaneo
2878,comidas congeladas
2879,helado
2879,fruta congelada
2879,cerveza enlatada
2879,bolsa de compras
2880,cerdo
2880,productos de papas cogeladas
2880,galletas
2880,margarina
2880,cafe
2880,productos sanitarios femeninos
2881,chicles
